order_id,product_id,add_to_cart_order,reordered,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,product_name,aisle_id,department_id,aisle,department
261934,33120,6,1,203174,prior,7,6,8,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
262429,33120,3,1,72748,prior,14,5,16,12.0,Organic Egg Whites,86,16,eggs,dairy eggs
262716,33120,1,1,57055,prior,8,1,10,19.0,Organic Egg Whites,86,16,eggs,dairy eggs
263232,33120,1,1,42723,prior,26,1,18,11.0,Organic Egg Whites,86,16,eggs,dairy eggs
263254,33120,2,1,188044,prior,23,5,7,9.0,Organic Egg Whites,86,16,eggs,dairy eggs
263537,33120,1,0,52768,prior,1,0,8,,Organic Egg Whites,86,16,eggs,dairy eggs
263761,33120,6,1,166696,prior,22,0,21,13.0,Organic Egg Whites,86,16,eggs,dairy eggs
264646,33120,2,0,143649,prior,4,4,8,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
264697,33120,1,1,204271,prior,22,6,0,15.0,Organic Egg Whites,86,16,eggs,dairy eggs
265009,33120,7,1,201816,prior,6,3,14,22.0,Organic Egg Whites,86,16,eggs,dairy eggs
265259,33120,4,1,203960,prior,10,6,22,24.0,Organic Egg Whites,86,16,eggs,dairy eggs
265669,33120,4,0,36186,prior,27,2,7,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
265988,33120,16,0,153805,prior,4,6,16,14.0,Organic Egg Whites,86,16,eggs,dairy eggs
266208,33120,7,0,159798,prior,4,6,17,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
266490,33120,2,1,32773,prior,46,5,7,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
266563,33120,6,1,155664,prior,23,4,18,2.0,Organic Egg Whites,86,16,eggs,dairy eggs
266765,33120,5,1,9328,prior,17,3,8,9.0,Organic Egg Whites,86,16,eggs,dairy eggs
266945,33120,10,1,60417,prior,53,4,17,11.0,Organic Egg Whites,86,16,eggs,dairy eggs
267075,33120,8,0,193497,prior,4,1,17,12.0,Organic Egg Whites,86,16,eggs,dairy eggs
267421,33120,7,1,201816,prior,4,1,15,20.0,Organic Egg Whites,86,16,eggs,dairy eggs
267537,33120,3,1,8500,prior,34,0,22,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
267603,33120,31,0,143922,prior,3,1,15,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
267665,33120,2,1,50525,prior,11,1,14,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
267828,33120,1,0,34087,prior,9,4,9,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
268001,33120,8,0,49651,prior,10,1,15,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
268297,33120,27,1,6019,prior,4,1,23,17.0,Organic Egg Whites,86,16,eggs,dairy eggs
268474,33120,1,0,170824,prior,2,5,8,11.0,Organic Egg Whites,86,16,eggs,dairy eggs
268771,33120,5,0,133705,prior,1,1,21,,Organic Egg Whites,86,16,eggs,dairy eggs
268966,33120,4,1,123036,prior,15,1,8,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
269111,33120,8,1,5012,prior,5,0,18,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
269198,33120,2,1,147088,prior,55,1,6,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
269224,33120,10,0,3068,prior,10,0,9,9.0,Organic Egg Whites,86,16,eggs,dairy eggs
269240,33120,3,1,101204,prior,48,3,11,16.0,Organic Egg Whites,86,16,eggs,dairy eggs
269462,33120,10,1,162490,prior,6,1,16,17.0,Organic Egg Whites,86,16,eggs,dairy eggs
269874,33120,26,1,127476,prior,5,0,14,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
269919,33120,12,1,108111,prior,4,6,16,18.0,Organic Egg Whites,86,16,eggs,dairy eggs
269987,33120,11,1,141294,prior,21,0,12,20.0,Organic Egg Whites,86,16,eggs,dairy eggs
270128,33120,5,1,26471,prior,19,0,10,11.0,Organic Egg Whites,86,16,eggs,dairy eggs
270135,33120,5,0,17994,prior,6,3,17,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
270179,33120,4,1,128653,prior,43,6,18,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
270859,33120,1,1,29195,prior,29,1,18,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
270904,33120,12,1,94909,prior,21,2,10,9.0,Organic Egg Whites,86,16,eggs,dairy eggs
271328,33120,4,1,153249,prior,26,4,15,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
271896,33120,3,0,100661,prior,9,1,13,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
271999,33120,10,0,121877,prior,3,6,11,13.0,Organic Egg Whites,86,16,eggs,dairy eggs
272177,33120,4,1,373,prior,18,5,17,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
272427,33120,2,1,179030,prior,26,6,11,21.0,Organic Egg Whites,86,16,eggs,dairy eggs
272769,33120,2,1,59056,prior,16,1,21,10.0,Organic Egg Whites,86,16,eggs,dairy eggs
272907,33120,3,1,40332,prior,77,0,6,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
273367,33120,1,1,4199,prior,98,5,13,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
273791,33120,3,0,118134,prior,49,5,9,0.0,Organic Egg Whites,86,16,eggs,dairy eggs
273824,33120,1,1,116565,prior,29,4,11,16.0,Organic Egg Whites,86,16,eggs,dairy eggs
273838,33120,5,1,29430,prior,19,2,17,16.0,Organic Egg Whites,86,16,eggs,dairy eggs
274089,33120,4,1,196700,prior,9,1,11,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
275242,33120,9,1,27063,prior,22,6,16,19.0,Organic Egg Whites,86,16,eggs,dairy eggs
275434,33120,6,1,23769,prior,13,3,10,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
275487,33120,5,1,42134,prior,12,6,10,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
275732,33120,1,1,5825,prior,20,6,22,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
275971,33120,15,0,79402,prior,6,6,10,22.0,Organic Egg Whites,86,16,eggs,dairy eggs
276622,33120,10,1,190247,prior,26,1,18,13.0,Organic Egg Whites,86,16,eggs,dairy eggs
276646,33120,13,0,189685,prior,18,1,13,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
276908,33120,6,1,176108,prior,24,0,14,9.0,Organic Egg Whites,86,16,eggs,dairy eggs
277542,33120,10,0,95333,prior,3,4,15,15.0,Organic Egg Whites,86,16,eggs,dairy eggs
277643,33120,1,0,109790,prior,1,6,17,,Organic Egg Whites,86,16,eggs,dairy eggs
277969,33120,4,1,203461,prior,26,1,15,10.0,Organic Egg Whites,86,16,eggs,dairy eggs
278145,33120,8,1,138284,prior,77,4,13,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
278311,33120,1,0,47168,prior,5,4,15,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
278317,33120,1,1,67433,prior,85,2,22,2.0,Organic Egg Whites,86,16,eggs,dairy eggs
278319,33120,2,0,4957,prior,5,2,18,12.0,Organic Egg Whites,86,16,eggs,dairy eggs
278636,33120,1,1,12420,prior,14,1,16,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
278730,33120,5,0,198192,prior,1,2,13,,Organic Egg Whites,86,16,eggs,dairy eggs
278832,33120,1,1,87020,prior,39,6,19,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
278861,33120,4,1,59471,prior,38,4,11,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
279054,33120,7,1,148156,prior,15,2,6,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
279138,33120,2,1,131318,prior,44,3,9,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
279204,33120,11,1,12186,prior,42,2,13,11.0,Organic Egg Whites,86,16,eggs,dairy eggs
279219,33120,5,0,197598,prior,1,2,14,,Organic Egg Whites,86,16,eggs,dairy eggs
279270,33120,3,1,48096,prior,13,1,23,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
279705,33120,2,1,79077,prior,9,0,13,17.0,Organic Egg Whites,86,16,eggs,dairy eggs
279732,33120,15,1,88331,prior,9,0,17,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
280405,33120,6,1,203174,prior,6,6,9,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
280839,33120,20,1,102670,prior,18,5,16,23.0,Organic Egg Whites,86,16,eggs,dairy eggs
280973,33120,2,1,62543,prior,3,1,18,9.0,Organic Egg Whites,86,16,eggs,dairy eggs
281380,33120,25,1,137594,prior,22,1,16,26.0,Organic Egg Whites,86,16,eggs,dairy eggs
281606,33120,5,0,205865,prior,4,0,16,12.0,Organic Egg Whites,86,16,eggs,dairy eggs
281731,33120,4,1,187202,prior,45,2,12,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
281888,33120,7,0,59730,prior,3,0,18,9.0,Organic Egg Whites,86,16,eggs,dairy eggs
281914,33120,3,0,27122,prior,2,4,0,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
282263,33120,5,1,190247,prior,35,2,14,13.0,Organic Egg Whites,86,16,eggs,dairy eggs
282274,33120,1,1,71952,prior,22,5,19,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
282334,33120,8,1,120952,prior,29,5,18,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
282394,33120,1,1,168843,prior,12,0,8,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
282417,33120,6,0,203708,prior,26,6,12,1.0,Organic Egg Whites,86,16,eggs,dairy eggs
282459,33120,6,1,32214,prior,15,3,15,16.0,Organic Egg Whites,86,16,eggs,dairy eggs
282479,33120,4,1,161218,prior,25,6,21,14.0,Organic Egg Whites,86,16,eggs,dairy eggs
282638,33120,5,1,121405,prior,12,1,15,26.0,Organic Egg Whites,86,16,eggs,dairy eggs
282820,33120,3,1,110757,prior,2,3,22,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
282864,33120,6,1,23769,prior,8,3,7,9.0,Organic Egg Whites,86,16,eggs,dairy eggs
283001,33120,6,0,175167,prior,63,6,16,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
283231,33120,2,0,170794,prior,5,5,7,24.0,Organic Egg Whites,86,16,eggs,dairy eggs
283315,33120,24,1,24882,prior,10,1,12,1.0,Organic Egg Whites,86,16,eggs,dairy eggs
283327,33120,3,0,81780,prior,10,0,15,1.0,Organic Egg Whites,86,16,eggs,dairy eggs
283468,33120,5,1,74336,prior,45,1,9,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
283863,33120,6,1,42173,prior,7,5,17,12.0,Organic Egg Whites,86,16,eggs,dairy eggs
284338,33120,8,1,153711,prior,13,0,17,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
284420,33120,12,0,130045,prior,1,3,8,,Organic Egg Whites,86,16,eggs,dairy eggs
284421,33120,19,1,92532,prior,6,3,8,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
284536,33120,2,1,67481,prior,17,0,13,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
284600,33120,2,0,120065,prior,1,6,20,,Organic Egg Whites,86,16,eggs,dairy eggs
284617,33120,20,0,200684,prior,11,0,17,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
284834,33120,9,1,199555,prior,6,4,8,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
285078,33120,2,0,12106,prior,2,0,17,21.0,Organic Egg Whites,86,16,eggs,dairy eggs
285104,33120,6,1,8500,prior,28,0,23,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
285743,33120,7,0,73301,prior,27,0,7,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
285788,33120,6,1,188264,prior,13,5,16,23.0,Organic Egg Whites,86,16,eggs,dairy eggs
285854,33120,6,1,189125,prior,23,0,8,10.0,Organic Egg Whites,86,16,eggs,dairy eggs
286080,33120,2,0,123143,prior,61,5,10,2.0,Organic Egg Whites,86,16,eggs,dairy eggs
286473,33120,1,1,107519,prior,3,4,15,10.0,Organic Egg Whites,86,16,eggs,dairy eggs
286850,33120,25,0,146804,prior,2,6,10,25.0,Organic Egg Whites,86,16,eggs,dairy eggs
286922,33120,3,1,78597,prior,5,0,16,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
287347,33120,2,1,39663,prior,7,1,11,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
287373,33120,5,1,98934,prior,18,5,15,9.0,Organic Egg Whites,86,16,eggs,dairy eggs
287576,33120,10,1,52250,prior,24,5,12,15.0,Organic Egg Whites,86,16,eggs,dairy eggs
288386,33120,4,1,173698,prior,11,3,16,9.0,Organic Egg Whites,86,16,eggs,dairy eggs
288512,33120,2,1,29849,prior,2,6,16,10.0,Organic Egg Whites,86,16,eggs,dairy eggs
288597,33120,9,1,46208,prior,23,5,13,26.0,Organic Egg Whites,86,16,eggs,dairy eggs
288840,33120,15,1,70801,prior,4,2,12,14.0,Organic Egg Whites,86,16,eggs,dairy eggs
288987,33120,5,1,61221,prior,31,4,18,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
289079,33120,13,0,34184,prior,15,1,16,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
289323,33120,3,0,18379,prior,3,0,13,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
289460,33120,4,1,137966,prior,8,5,8,12.0,Organic Egg Whites,86,16,eggs,dairy eggs
289505,33120,6,1,120709,prior,8,6,15,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
289663,33120,2,1,175761,prior,10,4,18,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
289759,33120,2,0,17266,prior,1,0,19,,Organic Egg Whites,86,16,eggs,dairy eggs
289813,33120,15,0,106926,prior,15,3,19,23.0,Organic Egg Whites,86,16,eggs,dairy eggs
289859,33120,2,1,101204,prior,53,3,18,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
289912,33120,3,1,105018,prior,4,0,13,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
289932,33120,9,1,112532,prior,38,4,13,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
290139,33120,19,0,52079,prior,24,0,8,9.0,Organic Egg Whites,86,16,eggs,dairy eggs
290234,33120,2,0,35878,prior,16,3,14,2.0,Organic Egg Whites,86,16,eggs,dairy eggs
290283,33120,5,1,54408,prior,41,2,10,2.0,Organic Egg Whites,86,16,eggs,dairy eggs
290619,33120,7,1,37794,prior,17,5,6,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
290629,33120,13,0,200070,prior,2,0,17,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
290744,33120,7,1,146466,prior,35,1,14,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
290749,33120,14,1,24611,prior,23,0,8,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
290900,33120,14,1,194334,prior,21,6,12,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
291014,33120,6,1,114748,prior,59,3,15,2.0,Organic Egg Whites,86,16,eggs,dairy eggs
291173,33120,2,1,45152,prior,20,5,11,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
291345,33120,9,1,34272,prior,3,5,13,2.0,Organic Egg Whites,86,16,eggs,dairy eggs
291352,33120,6,1,91030,prior,28,0,9,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
291457,33120,9,1,70377,prior,33,0,14,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
291552,33120,11,0,69459,prior,9,6,22,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
291663,33120,3,1,140292,prior,22,2,17,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
291842,33120,20,0,91987,prior,19,3,11,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
292008,33120,1,1,55174,prior,20,6,16,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
292689,33120,11,0,205567,prior,10,4,20,10.0,Organic Egg Whites,86,16,eggs,dairy eggs
292845,33120,12,1,57238,prior,27,6,9,14.0,Organic Egg Whites,86,16,eggs,dairy eggs
293113,33120,6,1,173855,prior,12,6,21,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
293144,33120,7,0,65903,prior,14,0,16,9.0,Organic Egg Whites,86,16,eggs,dairy eggs
293179,33120,4,0,200269,prior,25,0,20,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
293185,33120,3,0,179930,prior,1,0,22,,Organic Egg Whites,86,16,eggs,dairy eggs
293417,33120,6,1,155,prior,18,0,21,19.0,Organic Egg Whites,86,16,eggs,dairy eggs
293731,33120,16,1,173239,prior,11,0,11,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
294063,33120,5,0,138618,prior,1,3,18,,Organic Egg Whites,86,16,eggs,dairy eggs
294141,33120,16,0,52112,prior,4,6,12,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
294318,33120,10,1,109879,prior,30,0,2,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
294544,33120,5,1,171236,prior,49,1,11,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
294615,33120,10,0,133601,prior,7,4,16,9.0,Organic Egg Whites,86,16,eggs,dairy eggs
294790,33120,4,1,32627,prior,18,1,17,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
295244,33120,6,1,17994,prior,28,2,9,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
295514,33120,8,0,28778,prior,19,3,9,27.0,Organic Egg Whites,86,16,eggs,dairy eggs
295599,33120,4,1,146072,prior,4,5,21,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
295848,33120,9,0,58527,prior,3,2,13,12.0,Organic Egg Whites,86,16,eggs,dairy eggs
296071,33120,5,1,161471,prior,10,0,14,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
296109,33120,4,1,120245,prior,14,0,8,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
296224,33120,1,0,97841,prior,5,1,14,27.0,Organic Egg Whites,86,16,eggs,dairy eggs
296483,33120,4,0,46253,prior,1,4,7,,Organic Egg Whites,86,16,eggs,dairy eggs
296485,33120,2,1,89799,prior,34,0,11,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
296495,33120,15,1,140400,prior,32,6,16,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
296856,33120,1,1,37804,prior,15,6,9,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
297041,33120,3,1,159383,prior,9,3,19,2.0,Organic Egg Whites,86,16,eggs,dairy eggs
297224,33120,4,1,40034,prior,47,3,11,29.0,Organic Egg Whites,86,16,eggs,dairy eggs
297327,33120,7,1,22097,prior,70,5,20,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
297331,33120,24,1,133114,prior,11,5,14,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
297373,33120,6,1,16645,prior,79,1,8,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
297792,33120,8,0,135209,prior,1,4,19,,Organic Egg Whites,86,16,eggs,dairy eggs
297999,33120,1,1,142709,prior,13,1,16,15.0,Organic Egg Whites,86,16,eggs,dairy eggs
298035,33120,8,0,47590,prior,2,3,21,23.0,Organic Egg Whites,86,16,eggs,dairy eggs
298415,33120,2,1,24764,prior,9,4,22,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
298472,33120,1,1,142176,prior,7,2,12,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
298495,33120,1,1,74261,prior,10,0,8,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
298850,33120,3,1,49844,prior,5,0,12,25.0,Organic Egg Whites,86,16,eggs,dairy eggs
299408,33120,10,1,81342,prior,25,3,11,1.0,Organic Egg Whites,86,16,eggs,dairy eggs
299409,33120,4,1,165291,prior,5,6,13,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
299502,33120,2,1,37804,prior,42,0,16,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
299513,33120,5,1,175603,prior,60,3,12,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
299850,33120,9,1,105240,prior,13,0,10,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
300140,33120,2,0,23733,prior,33,0,15,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
300203,33120,7,1,50928,prior,13,2,19,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
300442,33120,9,0,22625,prior,6,1,17,22.0,Organic Egg Whites,86,16,eggs,dairy eggs
300474,33120,2,1,148296,prior,14,3,19,9.0,Organic Egg Whites,86,16,eggs,dairy eggs
300642,33120,7,1,4129,prior,20,0,10,22.0,Organic Egg Whites,86,16,eggs,dairy eggs
300664,33120,1,1,167982,prior,10,6,15,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
300733,33120,2,0,77741,prior,4,1,14,15.0,Organic Egg Whites,86,16,eggs,dairy eggs
300795,33120,9,0,8113,prior,1,2,12,,Organic Egg Whites,86,16,eggs,dairy eggs
301478,33120,4,1,87819,prior,24,2,10,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
301798,33120,2,1,97401,prior,27,1,14,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
302113,33120,9,1,38451,prior,11,4,16,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
302185,33120,21,0,160923,prior,6,0,18,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
302304,33120,4,1,175708,prior,31,3,12,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
302489,33120,7,0,94375,prior,3,3,11,15.0,Organic Egg Whites,86,16,eggs,dairy eggs
302751,33120,6,1,8844,prior,7,5,20,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
303036,33120,1,0,73420,prior,1,1,14,,Organic Egg Whites,86,16,eggs,dairy eggs
303168,33120,2,1,61671,prior,7,0,12,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
303600,33120,26,0,111290,prior,3,6,11,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
303681,33120,11,1,18412,prior,52,2,12,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
303721,33120,11,1,101976,prior,40,0,8,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
303743,33120,6,1,46527,prior,37,1,18,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
304019,33120,5,1,23769,prior,11,1,7,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
304050,33120,6,1,99495,prior,72,5,19,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
304099,33120,8,0,113154,prior,1,3,20,,Organic Egg Whites,86,16,eggs,dairy eggs
304463,33120,6,1,121140,prior,26,3,14,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
304644,33120,1,1,187952,prior,25,0,13,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
304657,33120,4,1,46539,prior,20,1,10,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
305016,33120,1,1,147873,prior,20,3,12,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
305142,33120,5,1,162490,prior,8,6,11,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
305268,33120,4,1,25532,prior,4,1,13,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
305537,33120,3,1,42242,prior,18,6,20,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
305698,33120,3,0,88253,prior,3,6,10,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
305712,33120,3,1,16908,prior,33,6,21,0.0,Organic Egg Whites,86,16,eggs,dairy eggs
306108,33120,2,1,149836,prior,16,0,13,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
306166,33120,4,1,23266,prior,24,5,22,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
306378,33120,10,1,9255,prior,11,1,12,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
306519,33120,1,1,84234,prior,6,2,16,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
306544,33120,2,1,150337,prior,6,0,18,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
306562,33120,18,0,148902,prior,89,6,14,1.0,Organic Egg Whites,86,16,eggs,dairy eggs
306652,33120,1,1,142813,prior,16,2,15,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
306769,33120,3,1,18725,prior,6,0,14,12.0,Organic Egg Whites,86,16,eggs,dairy eggs
306857,33120,27,1,164289,prior,4,4,10,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
306870,33120,5,1,30978,prior,19,2,12,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
307002,33120,6,1,190827,prior,13,0,12,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
307244,33120,5,1,50000,prior,6,1,15,22.0,Organic Egg Whites,86,16,eggs,dairy eggs
307261,33120,3,0,169615,prior,3,1,11,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
307422,33120,3,1,10504,prior,3,4,16,24.0,Organic Egg Whites,86,16,eggs,dairy eggs
307491,33120,2,1,177562,prior,7,2,14,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
307522,33120,2,1,107024,prior,3,6,13,4.0,Organic Egg Whites,86,16,eggs,dairy eggs
307794,33120,2,1,180921,prior,16,1,12,14.0,Organic Egg Whites,86,16,eggs,dairy eggs
307839,33120,4,0,103945,prior,36,4,16,10.0,Organic Egg Whites,86,16,eggs,dairy eggs
308049,33120,1,1,8310,prior,13,6,9,8.0,Organic Egg Whites,86,16,eggs,dairy eggs
308254,33120,6,1,185189,prior,8,0,9,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
308492,33120,4,1,116042,prior,9,3,19,9.0,Organic Egg Whites,86,16,eggs,dairy eggs
308522,33120,4,1,190435,prior,20,0,8,9.0,Organic Egg Whites,86,16,eggs,dairy eggs
308543,33120,2,1,121315,prior,11,2,23,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
308682,33120,3,1,147484,prior,33,2,23,16.0,Organic Egg Whites,86,16,eggs,dairy eggs
308793,33120,2,1,135920,prior,9,5,13,1.0,Organic Egg Whites,86,16,eggs,dairy eggs
308805,33120,7,1,59819,prior,19,5,14,3.0,Organic Egg Whites,86,16,eggs,dairy eggs
308892,33120,12,0,174674,prior,1,6,13,,Organic Egg Whites,86,16,eggs,dairy eggs
308922,33120,6,1,105378,prior,3,3,16,15.0,Organic Egg Whites,86,16,eggs,dairy eggs
308928,33120,1,0,136998,prior,36,2,8,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
309243,33120,20,0,38815,prior,4,4,11,6.0,Organic Egg Whites,86,16,eggs,dairy eggs
309640,33120,3,0,182171,prior,7,6,18,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
310315,33120,7,1,162700,prior,10,6,16,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
310394,33120,6,1,200515,prior,3,6,22,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
310466,33120,3,1,30273,prior,25,1,11,20.0,Organic Egg Whites,86,16,eggs,dairy eggs
310746,33120,14,0,148591,prior,2,6,16,30.0,Organic Egg Whites,86,16,eggs,dairy eggs
310863,33120,7,0,8632,prior,6,1,11,11.0,Organic Egg Whites,86,16,eggs,dairy eggs
310979,33120,6,1,99055,prior,35,6,20,7.0,Organic Egg Whites,86,16,eggs,dairy eggs
311243,33120,1,0,106397,prior,39,4,1,17.0,Organic Egg Whites,86,16,eggs,dairy eggs
311252,33120,5,0,81499,prior,1,1,14,,Organic Egg Whites,86,16,eggs,dairy eggs
311390,33120,14,1,84927,prior,9,5,9,5.0,Organic Egg Whites,86,16,eggs,dairy eggs
311457,33120,2,1,83562,prior,45,2,9,2.0,Organic Egg Whites,86,16,eggs,dairy eggs
311475,33120,2,1,119821,prior,9,1,16,2.0,Organic Egg Whites,86,16,eggs,dairy eggs
311928,33120,8,0,70355,prior,1,6,8,,Organic Egg Whites,86,16,eggs,dairy eggs
312123,33120,5,1,64174,prior,4,1,10,14.0,Organic Egg Whites,86,16,eggs,dairy eggs
